item_hrid,barcode,holdings_level_call_number,item_effective_call_number,item_level_call_number,location_name
it00033007291,500553-330-UMA,NX7 .C642,NX7 .C642,NX7 .C642,UM W.E.B. Du Bois General Collections
it00034929883,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.89,HA201 1960 v.89,UM W.E.B. Du Bois General Collections
it00034015382,3.12066E+14,HA201 1990d v.11 sec.1-3,HA201 1990d v.11 sec.3,HA201 1990d v.11 sec.3,UM W.E.B. Du Bois General Collections
it00034981504,3.12066E+14,Winokur 525-528,Winokur 527,Winokur 527,UM Special Collections
it00033239596,3.12066E+14,ML156.4.J3 J4,ML156.4.J3 J4,ML156.4.J3 J4,UM W.E.B. Du Bois General Collections
it00034931840,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.7,HA201 1970 v.7,UM W.E.B. Du Bois General Collections
it00032663090,3.12066E+14,RBR 1315-1316,RBR 1316,RBR 1316,UM Special Collections
it00033595439,3.12066E+14,ML420.S667 A7 1982,ML420.S667 A7 1982,ML420.S667 A7 1982,UM W.E.B. Du Bois General Collections
it00034933478,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035102201,3.12066E+14,NEYM 1231-1286,NEYM 1274,NEYM 1274,UM Special Collections
it00035168447,3.12066E+14,NK1700 .D55,NK1700 .D55,NK1700 .D55,UM W.E.B. Du Bois General Collections
it00034995625,3.12066E+14,RBR 983-995,RBR 990,RBR 990,UM Special Collections
it00033808694,3.12066E+14,H61 .K24,H61 .K24,H61 .K24,UM W.E.B. Du Bois General Collections
it00034914333,3.12066E+14,RBR 398-402,RBR 398,RBR 398,UM Special Collections
it00034985953,3.12066E+14,Winokur 602-669,Winokur 624,Winokur 624,UM Special Collections
it00034890636,3.12066E+14,RBR 100-124,RBR 114,RBR 114,UM Special Collections
it00035044632,3.12066E+14,Savas 1744-1852,Savas 1750,Savas 1750,UM Special Collections
it00032904815,3.12066E+14,,MS 369 Box 2:63,MS 369 Box 2:63,UM Special Collections Archival
it00035087094,3.12066E+14,"NEYM 100, 101, 1224",NEYM 1224,NEYM 1224,UM Special Collections
it00034739672,3.12066E+14,V 2561,V 2561,V 2561,UM Media STORAGE
it00035048192,3.12066E+14,Fraser 404-406,Fraser 404,Fraser 404,UM Special Collections
it00033607151,3.12066E+14,MT220.R633 P5,MT220.R633 P5,MT220.R633 P5,UM W.E.B. Du Bois General Collections
it00035095480,3.12066E+14,NEYM Pam 107-Pam 108,NEYM Pam 107,NEYM Pam 107,UM Special Collections
it00034928530,3.12066E+14,HA201 1960 v.181-186,HA201 1960 v.181,HA201 1960 v.181,UM W.E.B. Du Bois General Collections
it00035006196,3.12066E+14,RBR 1086-1089,RBR 1089,RBR 1089,UM Special Collections
it00034991245,3.12066E+14,RBR 730-873,RBR 744,RBR 744,UM Special Collections
it00034984941,3.12066E+14,Winokur 433-452,Winokur 448,Winokur 448,UM Special Collections
it00035023957,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:386,MS 369 Box 9:386,UM Special Collections Archival
it00032946217,3.12066E+14,"DK4020 .E45 v.3,7,10",DK4020 .E45 v.7,DK4020 .E45 v.7,UM W.E.B. Du Bois General Collections
it00033406332,3.12066E+14,ML193 .B8,ML193 .B8,ML193 .B8,UM W.E.B. Du Bois General Collections
it00035096798,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 993,NEYM 993,UM Special Collections
it00035044688,3.12066E+14,Savas 1744-1852,Savas 1802,Savas 1802,UM Special Collections
it00034927322,3.12066E+14,HA201 1950 v.4-7,HA201 1950 v.5,HA201 1950 v.5,UM W.E.B. Du Bois General Collections
it00034999071,3.12066E+14,Savas 1501-1638,Savas 1598,Savas 1598,UM Special Collections
it00034994728,3.12066E+14,RBR 874-982,RBR 965,RBR 965,UM Special Collections
it00034929960,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.151,HA201 1960 v.151,UM W.E.B. Du Bois General Collections
it00034992222,3.12066E+14,RBR 730-873,RBR 835,RBR 835,UM Special Collections
it00034932691,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035158188,653982-3520-UMA,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00032952757,3.12066E+14,PQ1755 .M5 1978,PQ1755 .M5 1978,PQ1755 .M5 1978,UM W.E.B. Du Bois General Collections
it00032786477,3.12066E+14,ML410.V82 I56,ML410.V82 I56,ML410.V82 I56,UM W.E.B. Du Bois General Collections
it00034740481,3.12066E+14,RPL 37-39,RPL 39+,RPL 39+,UM Special Collections
it00034932570,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034933493,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00032994708,3.12066E+14,MT740 .C37,MT740 .C37,MT740 .C37,UM W.E.B. Du Bois General Collections
it00034159729,1251492-110-UMA,,75 H 202-11,75 H 202-11,UM Media STORAGE
it00034934232,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.4,HA201 1960 v.4,UM W.E.B. Du Bois General Collections
it00032887074,3.12066E+14,RBR 1538-1546,RBR 1540,RBR 1540,UM Special Collections
it00034929864,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.80,HA201 1960 v.80,UM W.E.B. Du Bois General Collections
it00033139241,3.12066E+14,NA9127.N4 A3,NA9127.N4 A3,NA9127.N4 A3,UM W.E.B. Du Bois General Collections
it00034572781,3.12066E+14,M1356.2 .O64 1978,M1356.2 .O64 1978,M1356.2 .O64 1978,UM Du Bois Reserves
it00035010625,3.12066E+14,MS 369 Box 3:82-Box 3:84,MS 369 Box 3:83,MS 369 Box 3:83,UM Special Collections Archival
it00035096805,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 1095,NEYM 1095,UM Special Collections
it00035044727,3.12066E+14,Savas 1744-1852,Savas 1814,Savas 1814,UM Special Collections
it00034999007,3.12066E+14,Savas 1501-1638,Savas 1527,Savas 1527,UM Special Collections
it00035166154,379959-4060-UMA,N1 .B95,N1 .B95,N1 .B95,UM W.E.B. Du Bois Periodicals
it00032786275,3.12066E+14,ML410.V82 I56,ML410.V82 I56,ML410.V82 I56,UM W.E.B. Du Bois General Collections
it00035025696,3.12066E+14,MS 369 Box 1:32-Box 2:47,MS 369 Box 2:47,MS 369 Box 2:47,UM Special Collections Archival
it00033144665,3.12066E+14,ML5 .O65,ML5 .O65,ML5 .O65,UM W.E.B. Du Bois General Collections
it00034933624,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00033277469,3.12066E+14,RBR 1493-1495,RBR 1493,RBR 1493,UM Special Collections
it00034984093,3.12066E+14,Winokur 497-503,Winokur 501,Winokur 501,UM Special Collections
it00034929934,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.137,HA201 1960 v.137,UM W.E.B. Du Bois General Collections
it00035162627,3.12066E+14,ML1 .O48,ML1 .O48,ML1 .O48,UM W.E.B. Du Bois Periodicals
it00033901643,3.12066E+14,ML12 .D3 1983,ML12 .D3 1983,ML12 .D3 1983,UM W.E.B. Du Bois General Collections
it00034983417,3.12066E+14,RPL 25-31,RPL 27,RPL 27,UM Special Collections
it00033519072,3.12066E+14,M1630.18 .N48 1988,M1630.18 .N48 1988,M1630.18 .N48 1988,UM Du Bois Reserves
it00032983377,3.12066E+14,RBR 1628-1637,RBR 1636,RBR 1636,UM Special Collections
it00035158185,653982-3500-UMA,ML5 .I55,ML5 .I55,ML5 .I55,UM W.E.B. Du Bois Periodicals
it00032580657,3.12066E+14,PQ2489 1927 v.31-32,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00032681448,3.12066E+14,RBR 186-207,RBR 187,RBR 187,UM Special Collections
it00034984986,3.12066E+14,Winokur 466-492,Winokur 492,Winokur 492,UM Special Collections
it00033535227,3.12066E+14,PT1136 .S4 no.39 1968,PT1136 .S4 no.39-50 1968,PT1136 .S4 no.39-50 1968,UM W.E.B. Du Bois General Collections
it00032621989,3.12066E+14,PQ2489 1927 v.20-21,PQ2489 1927,PQ2489 1927,UM W.E.B. Du Bois General Collections
it00035100084,3.12066E+14,NEYM 1155-1195,NEYM 1176,NEYM 1176,UM Special Collections
it00034977667,3.12066E+14,"NEA 333-371, 424-427, 432-434",NEA 340,NEA 340,UM Special Collections
it00035096678,3.12066E+14,"NEYM 956, 996-1045",NEYM 1021,NEYM 1021,UM Special Collections
it00034933450,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035060775,3.12066E+14,NEA 481-503,NEA 483,NEA 483,UM Special Collections
it00034928099,3.12066E+14,RBR 528-548,RBR 533,RBR 533,UM Special Collections
it00034997969,3.12066E+14,Savas 1436-1500,Savas 1451,Savas 1451,UM Special Collections
it00034984924,3.12066E+14,Winokur 433-452,Winokur 436,Winokur 436,UM Special Collections
it00035039030,3.12066E+14,M2 .H6 no.71-72,M2 .H6 no.71,M2 .H6 no.71,UM Music Monument
it00034728262,3.12066E+14,M452 .W375 op. 5 1922,M452 .W375 op. 5 1922,M452 .W375 op. 5 1922,UM W.E.B. Du Bois General Collections
it00034932541,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034929824,3.12066E+14,HA201 1960 v.5-176,HA201 1960 v.39,HA201 1960 v.39,UM W.E.B. Du Bois General Collections
it00035015738,3.12066E+14,MS 369 Box 4:146,MS 369 Box 4:128,MS 369 Box 4:128,UM Special Collections Archival
it00035044651,3.12066E+14,Savas 1744-1852,Savas 1745,Savas 1745,UM Special Collections
it00033229616,3.12066E+14,NA1 .P7,NA1 .P7,NA1 .P7,UM W.E.B. Du Bois General Collections
it00034526753,3.12066E+14,RBR 1596-1605,RBR 1604,RBR 1604,UM Special Collections
it00035023165,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 8:355,MS 369 Box 8:355,UM Special Collections Archival
it00035050548,3.12066E+14,RBR 1784-1785,RBR 1785,RBR 1785,UM Special Collections
it00034994664,3.12066E+14,RBR 874-982,RBR 905,RBR 905,UM Special Collections
it00033355293,3.12066E+14,N3 .M93,N3 .M93,N3 .M93,UM W.E.B. Du Bois General Collections
it00033303737,3.12066E+14,ML1005 .R42,ML1005 .R42,ML1005 .R42,UM W.E.B. Du Bois General Collections
it00033930388,3.12066E+14,MT115.B2 P49 1993,MT115.B2 P49 1993,MT115.B2 P49 1993,UM W.E.B. Du Bois General Collections
it00034933591,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035160772,624989-3080-UMA,TR845 .A55,TR845 .A55,TR845 .A55,UM W.E.B. Du Bois General Collections
it00033455442,3.12066E+14,RBR 171-185,RBR 174,RBR 174,UM Special Collections
it00034932480,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035016748,3.12066E+14,MS 369 Box 3:80-Box 4:99,MS 369 Box 3:82,MS 369 Box 3:82,UM Special Collections Archival
it00034704873,3.12066E+14,4853,4853,4853,UM Music Media CD
it00033848557,3.12066E+14,ML3797 .M5,ML3797 .M5,ML3797 .M5,UM W.E.B. Du Bois General Collections
it00034977770,3.12066E+14,"NEA 333-371, 424-427, 432-434",NEA 346,NEA 346,UM Special Collections
it00035022225,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 5:229,MS 369 Box 5:229,UM Special Collections Archival
it00032704582,3.12066E+14,TR1 .A55,TR1 .A55,TR1 .A55,UM W.E.B. Du Bois General Collections
it00033241946,655617-600-UMA,ML1 .H43,ML1 .H43,ML1 .H43,UM W.E.B. Du Bois General Collections
it00034932542,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00034149224,3.12066E+14,NA6815 .A9,NA6815 .A9,NA6815 .A9,UM W.E.B. Du Bois General Collections
it00035040747,3.12066E+14,DML 32GB FLASH DRIVE,DML 32GB FLASH DRIVE,DML 32GB FLASH DRIVE,UM Digital Media Lab
it00035157031,438456-1320-UMA,ML5 .M6,ML5 .M6,ML5 .M6,UM W.E.B. Du Bois Periodicals
it00034934252,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.4,HA201 1960 v.4,UM W.E.B. Du Bois General Collections
it00035023199,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 9:392,MS 369 Box 9:392,UM Special Collections Archival
it00035160799,625415-5820-UMA,NA1 .A6,NA1 .A6,NA1 .A6,UM W.E.B. Du Bois Periodicals
it00034933409,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00033356425,3.12066E+14,RBR 1964-2038,RBR 1989,RBR 1989,UM Special Collections
it00033388461,3.12066E+14,PA8105 .H8 v.10-13,PA8105 .H8 v.10,PA8105 .H8 v.10,UM W.E.B. Du Bois General Collections
it00033056377,3.12066E+14,"DK4020 .E45 v. 30, etc",DK4020 .E45 v. 50,DK4020 .E45 v. 50,UM W.E.B. Du Bois General Collections
it00032761920,3.12066E+14,ML73 .D57,ML73 .D57,ML73 .D57,UM W.E.B. Du Bois General Collections
it00035102196,3.12066E+14,NEYM 1231-1286,NEYM 1281,NEYM 1281,UM Special Collections
it00033356405,3.12066E+14,RBR 1964-2038,RBR 1974,RBR 1974,UM Special Collections
it00035077727,3.12066E+14,ML3918.P67 B73 2015,ML3918.P67 B73 2015,ML3918.P67 B73 2015,UM W.E.B. Du Bois General Collections
it00034932655,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00033269989,3.12066E+14,NE2312.B48 A4,NE2312.B48 A4,NE2312.B48 A4,UM W.E.B. Du Bois General Collections
it00035044668,3.12066E+14,Savas 1744-1852,Savas 1782,Savas 1782,UM Special Collections
it00034932559,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035044618,3.12066E+14,Savas 1672-1743,Savas 1730,Savas 1730,UM Special Collections
it00033990037,3.12066E+14,HA201 1990m v.262B sec.1-2,HA201 1990m v.262B sec.1,HA201 1990m v.262B sec.1,UM W.E.B. Du Bois General Collections
it00034977306,3.12066E+14,Fraser 97-101,Fraser 101,Fraser 101,UM Special Collections
it00035095237,3.12066E+14,NEYM 19-22,NEYM Per 22,NEYM Per 22,UM Special Collections
it00034308396,3.12066E+14,DA690.O97 O8 v. 34,DA690.O97 O8 v. 42,DA690.O97 O8 v. 42,UM W.E.B. Du Bois General Collections
it00032983944,3.12066E+14,RBR 1628-1637,RBR 1628,RBR 1628,UM Special Collections
it00035030470,3.12066E+14,"Fraser 883-903, 1024-1047",Fraser 884,Fraser 884,UM Special Collections
it00034977780,3.12066E+14,"NEA 333-371, 424-427, 432-434",NEA 352,NEA 352,UM Special Collections
it00034977702,3.12066E+14,"NEA 333-371, 424-427, 432-434",NEA 360,NEA 360,UM Special Collections
it00034705384,3.12066E+14,4853,4853,4853,UM Music Media CD
it00034114960,3.12066E+14,HA201 1980 v.1 pt.34 ch.C sec.1-2,HA201 1980 v.1 pt.34 ch.C sec.1,HA201 1980 v.1 pt.34 ch.C sec.1,UM W.E.B. Du Bois General Collections
it00035157858,3.12066E+14,ML1 .R232,ML1 .R232,ML1 .R232,UM W.E.B. Du Bois Periodicals
it00034994737,3.12066E+14,RBR 874-982,RBR 972,RBR 972,UM Special Collections
it00034998985,3.12066E+14,Savas 1501-1638,Savas 1502,Savas 1502,UM Special Collections
it00032955384,394247-4410-UMA,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00033028541,3.12066E+14,ML3570 .G44,ML3570 .G44,ML3570 .G44,UM W.E.B. Du Bois General Collections
it00035103597,3.12066E+14,"NEYM 1222, 1223",NEYM 1223,NEYM 1223,UM Special Collections
it00035104438,3.12066E+14,NEYM 33-36,NEYM 36,NEYM 36,UM Special Collections
it00035022239,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:237,MS 369 Box 6:237,UM Special Collections Archival
it00034409430,3.12066E+14,KF8725 .M55 1993,KF8725 .M55 1993,KF8725 .M55 1993,UM W.E.B. Du Bois General Collections
it00035018196,3.12066E+14,MS 369 Box 4:106-Box 4:116,MS 369 Box 4:111,MS 369 Box 4:111,UM Special Collections Archival
it00033101747,3.12066E+14,NA1 .B5,NA1 .B5,NA1 .B5,UM W.E.B. Du Bois General Collections
it00034308410,3.12066E+14,DA690.O97 O8 v. 34,DA690.O97 O8 v. 65,DA690.O97 O8 v. 65,UM W.E.B. Du Bois General Collections
it00032518855,3.12066E+14,RBR 1638-1640,RBR 1640,RBR 1640,UM Special Collections
it00034933534,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00035115201,3.12066E+14,NEYM Pam 574,NEYM Pam 574,NEYM Pam 574,UM Special Collections
it00033306159,3.12066E+14,MT70 .J3 1965,MT70 .J3 1965,MT70 .J3 1965,UM W.E.B. Du Bois General Collections
it00032763711,3.12066E+14,ML410 .B88 B78,ML410 .B88 B78,ML410 .B88 B78,UM W.E.B. Du Bois General Collections
it00033443474,3.12066E+14,MT50 .S3742 1948a,MT50 .S3742 1948a,MT50 .S3742 1948a,UM W.E.B. Du Bois General Collections
it00034490564,3.12066E+14,2715 v.1,2715,2715,UM Music Media CD
it00034914327,3.12066E+14,RBR 398-402,RBR 402,RBR 402,UM Special Collections
it00034927374,3.12066E+14,HA201 1950 v.8-12,HA201 1950 v.11,HA201 1950 v.11,UM W.E.B. Du Bois General Collections
it00034170076,3.12066E+14,RBR 1678-1681,RBR 1678,RBR 1678,UM Special Collections
it00034993897,3.12066E+14,RBR 1168-1173,RBR 1171,RBR 1171,UM Special Collections
it00033255676,3.12066E+14,ML118 .G94,ML118 .G94,ML118 .G94,UM W.E.B. Du Bois General Collections
it00034296574,3.12066E+14,HA201 1910 v.9-11,HA201 1910 v.11,HA201 1910 v.11,UM W.E.B. Du Bois General Collections
it00034999054,3.12066E+14,Savas 1501-1638,Savas 1579,Savas 1579,UM Special Collections
it00032709885,3.12066E+14,"CD1043 .A2 1963, no.23, 26, 31, 33","CD1043 .A2 1963, no. 33","CD1043 .A2 1963, no. 33",UM W.E.B. Du Bois General Collections
it00034928611,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.2,HA201 1970 v.2,UM W.E.B. Du Bois General Collections
it00035096750,3.12066E+14,"NEYM 962-995, 1076-1147",NEYM 974,NEYM 974,UM Special Collections
it00034928399,3.12066E+14,HA201 1950 v.8-12,HA201 1950 v.8,HA201 1950 v.8,UM W.E.B. Du Bois General Collections
it00034933646,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.12,HA201 1970 v.12,UM W.E.B. Du Bois General Collections
it00034932661,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035094438,3.12066E+14,NEYM 937-938,NEYM 937,NEYM 937,UM Special Collections
it00034928613,3.12066E+14,HA201 1970 v.1-2,HA201 1970 v.2,HA201 1970 v.2,UM W.E.B. Du Bois General Collections
it00033877211,3.12066E+14,NA987 .I7,NA987 .I7,NA987 .I7,UM W.E.B. Du Bois General Collections
it00035015232,3.12066E+14,MS 369 Box 3:80-Box 3:83,MS 369 Box 3:80,MS 369 Box 3:80,UM Special Collections Archival
it00035157421,394247-10430-UMA,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois Periodicals
it00033381892,3.12066E+14,MT130.V27 S4,MT130.V27 S4,MT130.V27 S4,UM W.E.B. Du Bois General Collections
it00034933404,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.9,HA201 1970 v.9,UM W.E.B. Du Bois General Collections
it00032955329,3.12066E+14,TR1 .B8,TR1 .B8,TR1 .B8,UM W.E.B. Du Bois General Collections
it00034932408,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.7,HA201 1970 v.7,UM W.E.B. Du Bois General Collections
it00034107877,3.12066E+14,HA201 1980 v.1 pt.45 ch.C sec.1-2,HA201 1980 v.1 pt.45 ch.C sec.1,HA201 1980 v.1 pt.45 ch.C sec.1,UM W.E.B. Du Bois General Collections
it00034940309,3.12066E+14,HA201 1940 v.47-50,HA201 1940 v.48,HA201 1940 v.48,UM W.E.B. Du Bois General Collections
it00033314479,3.12066E+14,ML197 .S7752 1969a,ML197 .S7752 1969a,ML197 .S7752 1969a,UM W.E.B. Du Bois General Collections
it00035054087,3.12066E+14,Fraser 281-287,Fraser 284,Fraser 284,UM Special Collections
it00034288651,3.12066E+14,HA201 1930 v.4-7,HA201 1930 v.6,HA201 1930 v.6,UM W.E.B. Du Bois General Collections
it00034939055,3.12066E+14,RBR 521-522,RBR 522,RBR 522,UM Special Collections
it00034934197,3.12066E+14,HA201 1960 v.2-4,HA201 1960 v.2,HA201 1960 v.2,UM W.E.B. Du Bois General Collections
it00035096698,3.12066E+14,"NEYM 956, 996-1045",NEYM 1034,NEYM 1034,UM Special Collections
it00035012629,3.12066E+14,Gittings 300-325,Gittings 324,Gittings 324,UM Special Collections
it00034984090,3.12066E+14,Winokur 497-503,Winokur 500,Winokur 500,UM Special Collections
it00034982651,3.12066E+14,Winokur 362-372,Winokur 362,Winokur 362,UM Special Collections
it00032942124,3.12066E+14,"DK4020 .E45 v.14,18",DK4020 .E45 v.18,DK4020 .E45 v.18,UM W.E.B. Du Bois General Collections
it00034170190,3.12066E+14,RBR 1468-1469,RBR 1469,RBR 1469,UM Special Collections
it00035167804,1728456-3050-UMA,NK1700 .C65,NK1700 .C65,NK1700 .C65,UM W.E.B. Du Bois General Collections
it00032884814,3.12066E+14,RBR 1324-1333,RBR 1329,RBR 1329,UM Special Collections
it00033377776,3.12066E+14,N1915 .A3,N1915 .A3,N1915 .A3,UM W.E.B. Du Bois General Collections
it00035044595,3.12066E+14,Savas 1672-1743,Savas 1698,Savas 1698,UM Special Collections
it00035104339,3.12066E+14,NEYM 911-913,NEYM 913,NEYM 913,UM Special Collections
it00035071211,3.12066E+14,"NEYM 21, 1211",NEYM 21,NEYM 21,UM Special Collections
it00035022253,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:253,MS 369 Box 6:253,UM Special Collections Archival
it00033198249,3.12066E+14,ML160 .L53 1947,ML160 .L53 1947,ML160 .L53 1947,UM W.E.B. Du Bois General Collections
it00034994659,3.12066E+14,RBR 874-982,RBR 892,RBR 892,UM Special Collections
it00035030533,3.12066E+14,"Fraser 883-903, 1024-1047",Fraser 1042,Fraser 1042,UM Special Collections
it00034932558,3.12066E+14,HA201 1970 v.7-14,HA201 1970 v.8,HA201 1970 v.8,UM W.E.B. Du Bois General Collections
it00035023019,3.12066E+14,MS 369 Box 1:23-Box 2:42,MS 369  Box 1:27,MS 369  Box 1:27,UM Special Collections Archival
it00032969824,3.12066E+14,NK2270 .L82 1979,NK2270 .L82 1979,NK2270 .L82 1979,UM W.E.B. Du Bois General Collections
it00033385980,3.12066E+14,MT821 .W4,MT821 .W4,MT821 .W4,UM W.E.B. Du Bois General Collections
it00035022252,3.12066E+14,MS 369 Box 5:226-10:471,MS 369 Box 6:252,MS 369 Box 6:252,UM Special Collections Archival
it00033181822,3.12066E+14,TR640 .A2,TR640 .A2,TR640 .A2,UM W.E.B. Du Bois General Collections
it00035020155,3.12066E+14,MS 369 Box 2:43-Box 2:52,MS 369 Box 2:52,MS 369 Box 2:52,UM Special Collections Archival
it00033009935,3.12066E+14,ML42 .B6,ML42 .B6,ML42 .B6,UM W.E.B. Du Bois General Collections
